City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,luderitz,-26.6481,15.1594,14.78,55,0,6.13,NA,1689879458
360,amga,60.8953,131.9608,12.84,98,100,3.11,RU,1689879952
361,tongren,27.7172,109.1853,24.32,94,93,1.62,CN,1689879830
362,sars,56.5502,57.1366,14.19,72,29,3.4,RU,1689879953
363,betio village,1.358,172.9211,27.02,77,70,5.16,KI,1689879954
364,amahai,-3.3333,128.9167,26.67,87,29,3.45,ID,1689879955
365,popondetta,-8.7537,148.2534,22.51,89,48,1.0,PG,1689879955
366,idabel,33.8957,-94.8263,33.78,66,0,3.6,US,1689879956
367,puerto aysen,-45.4,-72.7,7.02,100,100,0.0,CL,1689879624
368,choix,26.7092,-108.3219,37.53,47,1,3.76,MX,1689879738
369,ad dabbah,18.05,30.95,37.92,14,79,1.67,SD,1689879957
370,marka,1.7159,44.7717,24.83,88,93,7.71,SO,1689879958
371,zahedan,29.4963,60.8629,28.95,23,100,0.0,IR,1689879958
372,bandon,51.7469,-8.7425,16.77,72,0,4.89,IE,1689879959
373,santa elena de uairen,4.6167,-61.1333,26.98,55,30,4.3,VE,1689879380
374,pemangkat,1.1667,108.9667,26.06,81,100,2.62,ID,1689879959
375,prince rupert,54.3161,-130.3201,16.05,93,0,2.06,CA,1689879531
376,kismayo,-0.3582,42.5454,25.26,85,100,7.89,SO,1689879960
377,swakopmund,-22.6833,14.5333,13.47,81,0,1.33,NA,1689879961
378,at taj,24.2049,23.2857,32.24,16,0,4.45,LY,1689879961
379,la ronge,55.1001,-105.2842,23.14,49,75,4.63,CA,1689879962
380,quirinopolis,-18.4483,-50.4517,31.51,26,1,4.93,BR,1689879791
381,kimbe,-5.5502,150.1429,23.79,89,19,2.26,PG,1689879963
382,kigoma,-4.8769,29.6267,22.33,78,0,0.0,TZ,1689879964
383,sretensk,52.2453,117.7093,11.95,67,6,0.76,RU,1689879964
384,samarinda,-0.5,117.15,23.11,99,77,1.58,ID,1689879779
385,kashmor,28.4333,69.5833,36.7,45,49,2.38,PK,1689879965
386,ambanja,-13.6833,48.45,25.23,69,95,0.16,MG,1689879969
387,gemena,3.25,19.7667,23.99,79,69,0.26,CD,1689879970
388,sterling,39.0062,-77.4286,33.08,49,75,1.54,US,1689879970
389,petawawa,45.9001,-77.3328,25.44,59,100,1.03,CA,1689879971
390,salekhard,66.53,66.6019,17.71,92,100,2.98,RU,1689879971
391,itacare,-14.2775,-38.9967,25.31,64,100,5.08,BR,1689879975
392,bairnsdale,-37.8333,147.6167,8.36,79,42,3.92,AU,1689879977
393,luanda,-8.8368,13.2343,22.0,88,20,4.12,AO,1689879591
394,kourou,5.1552,-52.6478,30.03,66,21,3.51,GF,1689879432
395,porto de moz,-1.7483,-52.2383,33.76,42,70,0.46,BR,1689879980
396,boiling springs,35.0465,-81.9818,28.16,69,75,0.0,US,1689879841
397,taghazout,30.5426,-9.7112,26.43,67,0,0.38,MA,1689879980
398,vernon,50.2581,-119.2691,31.63,28,0,1.03,CA,1689879698
399,manicore,-5.8092,-61.3003,36.48,25,50,2.19,BR,1689879981
400,souillac,-20.5167,57.5167,21.21,83,20,2.06,MU,1689879982
401,al jawf,29.5,38.75,32.95,13,0,2.75,SA,1689879982
402,numan,9.4667,12.0333,30.14,76,100,0.93,NG,1689879983
403,dubbo,-32.25,148.6167,7.07,76,100,3.09,AU,1689879983
404,yarmouth,41.7057,-70.2286,28.41,70,0,4.12,US,1689879984
405,haiku-pauwela,20.9219,-156.3051,26.01,79,75,8.23,US,1689879984
406,mejit,10.2753,170.8646,28.17,81,100,8.83,MH,1689879985
407,brandon,27.9378,-82.2859,36.16,65,100,4.12,US,1689879834
408,pathein,16.7833,94.7333,24.59,97,96,1.99,MM,1689879986
409,madera,37.1666,-119.8343,39.11,25,0,2.72,US,1689879806
410,moose jaw,50.4001,-105.5344,25.15,38,75,5.66,CA,1689879868
411,cromer,52.9312,1.2989,17.68,55,28,3.58,GB,1689879987
412,barra de santo antonio,-9.4047,-35.5072,24.6,75,46,6.25,BR,1689879988
413,chayan,43.0297,69.3772,28.48,21,0,6.52,KZ,1689879988
414,katsuren-haebaru,26.3369,127.8719,28.01,83,20,0.0,JP,1689879485
415,yermentau,51.6214,73.1069,20.36,55,100,3.55,KZ,1689879989
416,constitucion,-35.3333,-72.4167,14.35,79,100,6.26,CL,1689879989
417,afaahiti,-17.75,-149.2833,23.93,64,34,8.07,PF,1689879990
418,suntar,62.1444,117.6319,14.43,84,53,1.49,RU,1689879529
419,poronaysk,49.2167,143.1167,14.22,98,99,1.1,RU,1689879991
420,kolwezi,-10.7148,25.4667,18.89,34,23,1.18,CD,1689879992
421,juneau,58.3019,-134.4197,18.39,90,75,4.63,US,1689879992
422,akbarpur,26.4167,82.55,33.32,54,48,3.54,IN,1689879993
423,ierapetra,35.01,25.7353,29.52,51,0,0.89,GR,1689879993
424,burang,30.25,81.1667,12.67,71,100,1.29,CN,1689879630
425,ca mau,9.1769,105.15,25.12,87,80,4.75,VN,1689879648
426,magistral'nyy,56.1725,107.4458,12.32,77,2,1.74,RU,1689879994
427,urengoy,65.9667,78.3667,19.9,60,21,4.07,RU,1689879501
428,glace bay,46.1969,-59.957,25.99,86,100,4.12,CA,1689879995
429,mil'kovo,55.6078,37.7956,17.73,76,5,3.13,RU,1689879995
430,georgetown,5.4112,100.3354,27.97,85,20,1.54,MY,1689879794
431,conceicao da barra,-18.5933,-39.7322,22.59,82,95,5.61,BR,1689879996
432,bharatpur,27.2167,77.4833,34.76,49,88,2.55,IN,1689879997
433,sarangani,5.4033,125.4636,28.52,73,54,5.15,PH,1689879997
434,coahuayana de hidalgo,18.7,-103.6583,32.91,51,100,1.67,MX,1689879998
435,susanville,40.4163,-120.653,30.46,19,0,2.57,US,1689879999
436,westport,41.1415,-73.3579,30.9,55,40,4.12,US,1689879999
437,cam ranh,11.9214,109.1591,27.98,83,20,1.54,VN,1689880000
438,mana,5.6592,-53.7767,28.71,72,9,4.44,GF,1689880000
439,saint-felicien,48.6501,-72.4491,20.79,57,100,2.75,CA,1689880001
440,labasa,-16.4167,179.3833,24.8,94,86,4.32,FJ,1689880001
441,worland,44.0169,-107.9554,29.64,36,0,2.06,US,1689880002
442,borkum,53.5809,6.6915,17.75,66,7,4.28,DE,1689880002
443,fortuna,40.5982,-124.1573,17.03,94,100,1.54,US,1689879644
444,dori,14.0354,-0.0345,35.99,34,21,4.46,BF,1689880003
445,murzuq,25.9155,13.9184,32.69,16,0,4.62,LY,1689879797
446,kolonia,50.9333,6.95,22.14,49,0,1.54,DE,1689879430
447,el bauga,18.262,33.9081,37.55,10,17,3.0,SD,1689880004
448,borogontsy,62.6683,131.1683,12.04,99,100,2.9,RU,1689880005
449,harper,4.375,-7.7169,25.1,86,61,5.9,LR,1689879575
450,panarukan,-7.7018,113.9184,23.36,71,0,2.91,ID,1689880006
451,aras-asan,8.8908,126.3033,25.37,87,58,1.49,PH,1689880006
452,kolonia town,6.964,158.206,28.42,80,100,6.04,FM,1689880007
453,axim,4.8699,-2.2405,25.13,87,30,2.92,GH,1689879730
454,tulun,54.5611,100.5792,11.58,76,4,0.91,RU,1689880007
455,marsabit,2.3284,37.9899,22.08,39,100,7.23,KE,1689879577
456,nagqu,31.5,92.0,2.31,67,0,1.81,CN,1689879478
457,dongsheng,39.8161,109.9776,18.48,73,11,4.82,CN,1689880009
458,santa maria da vitoria,-13.3947,-44.1886,29.8,27,5,5.6,BR,1689880009
459,xindian,36.7975,118.2944,23.83,81,84,2.24,CN,1689880010
460,akjoujt,19.6969,-14.4164,37.88,26,100,9.47,MR,1689879599
461,vadso,70.0744,29.7487,9.49,93,75,7.72,NO,1689879517
462,behror,27.8833,76.2833,33.12,57,49,1.3,IN,1689880011
463,machico,32.7,-16.7667,24.35,67,40,5.14,PT,1689880012
464,zaozersk,69.4005,32.4476,8.79,91,100,8.22,RU,1689880013
465,jutiapa,14.2833,-89.9,29.26,54,15,4.38,GT,1689880013
466,aripuana,-9.1667,-60.6333,36.07,22,69,1.78,BR,1689880013
467,bela,25.9333,81.9833,34.02,49,86,3.93,IN,1689880014
468,la passe,45.5549,-0.8967,23.13,71,100,5.53,FR,1689880014
469,lampazos de naranjo,27.0167,-100.5167,38.13,25,64,5.4,MX,1689880015
470,bamboo flat,11.7,92.7167,26.05,89,75,1.54,IN,1689879434
471,mahina,-17.5065,-149.489,24.87,61,75,6.69,PF,1689879460
472,lapithos,35.3375,33.1792,29.16,69,0,5.72,CY,1689880016
473,kilindoni,-7.9139,39.6668,25.18,82,0,7.44,TZ,1689880017
474,alva,56.1528,-3.8051,16.44,77,100,0.45,GB,1689880017
475,ulladulla,-35.35,150.4667,12.67,58,88,3.81,AU,1689880018
476,the pas,53.8251,-101.2541,21.3,57,100,2.0,CA,1689880018
477,remire-montjoly,4.9167,-52.2667,31.02,66,75,3.09,GF,1689880018
478,terenozek,45.05,64.9833,26.55,27,0,3.57,KZ,1689880019
479,kashary,49.04,41.0056,19.95,56,100,2.23,RU,1689880019
480,caraballeda,10.6112,-66.8522,32.43,61,40,3.09,VE,1689880020
481,walvis bay,-22.9575,14.5053,11.96,83,0,1.74,NA,1689880020
482,hatillo,18.4863,-66.8254,34.53,70,81,5.81,PR,1689880022
483,labrador city,52.9463,-66.9114,19.07,53,75,2.83,CA,1689880023
484,gizo,-8.103,156.8419,27.0,84,100,7.77,SB,1689880024
485,beyneu,45.3167,55.2,28.31,39,1,6.14,KZ,1689880024
486,les avirons,-21.2418,55.3394,20.21,73,40,3.09,RE,1689880025
487,termoli,41.9888,14.9895,26.99,69,0,2.5,IT,1689880025
488,la sarre,48.8002,-79.1996,19.87,66,100,1.67,CA,1689879735
489,maputo,-25.9653,32.5892,15.48,72,100,6.94,MZ,1689880026
490,nizhnyaya salda,58.0776,60.7202,13.48,96,3,2.61,RU,1689880027
491,buritizeiro,-17.3511,-44.9622,26.43,43,94,4.21,BR,1689879774
492,fu'an,27.0892,119.6453,25.62,98,88,0.55,CN,1689880027
493,claveria,18.6074,121.0832,26.56,84,10,3.22,PH,1689880028
494,dakhla,23.6848,-15.958,24.01,73,2,11.83,EH,1689879564
495,mutum,-19.8,-41.4383,20.29,82,100,2.0,BR,1689880029
496,sitia,35.2,26.0986,29.43,59,0,2.67,GR,1689880029
497,tofol,5.3248,163.0078,27.02,86,100,10.25,FM,1689880030
498,revda,56.801,59.9303,12.61,95,31,2.59,RU,1689879573
499,sinabang,2.4803,96.3801,25.71,82,100,2.05,ID,1689880031
500,peace river,56.2501,-117.286,26.77,39,2,1.68,CA,1689880031
501,kez,57.8979,53.7152,13.72,93,100,4.03,RU,1689880032
502,raduzhny,62.0961,77.475,18.81,58,100,2.41,RU,1689879581
503,fale old settlement,-9.3852,-171.2468,28.05,79,19,5.98,TK,1689880033
504,tainan,22.9908,120.2133,26.6,83,100,2.3,TW,1689880033
505,millington,35.3415,-89.8973,35.66,63,0,3.09,US,1689880034
506,taltal,-25.4,-70.4833,18.26,73,68,2.07,CL,1689880034
507,tual,-5.6667,132.75,26.29,79,11,8.0,ID,1689880035
508,bangar,16.8936,120.4243,25.81,84,72,1.91,PH,1689880036
509,zouerate,22.7187,-12.4521,40.32,13,0,6.61,MR,1689879482
510,tashtyp,52.7939,89.8983,16.71,98,100,1.74,RU,1689879588
511,kirchberg,50.6167,12.5333,17.79,76,100,0.94,DE,1689880037
512,stone,52.9059,-2.1541,17.34,66,99,3.97,GB,1689880037
513,shibetsu,43.659,145.132,13.47,96,4,2.0,JP,1689880038
514,chapaev,50.2,51.1667,20.15,52,29,3.23,KZ,1689879498
515,dryden,49.7833,-92.7503,22.16,56,75,3.6,CA,1689879613
516,st. john's,47.5649,-52.7093,28.66,70,75,9.77,CA,1689879443
517,ornskoldsvik,63.2909,18.7153,16.53,82,20,1.54,SE,1689880040
518,yangiobod,41.1192,70.0941,20.81,48,59,0.46,UZ,1689880041
519,yantarnyy,54.8717,19.9381,15.97,69,1,8.51,RU,1689880041
520,letterkenny,54.95,-7.7333,15.94,77,100,3.45,IE,1689880042
521,ivanteyevka,55.9711,37.9208,17.81,79,5,2.78,RU,1689880042
522,pontianak,-0.0333,109.3333,24.99,100,100,2.06,ID,1689880043
523,paracuru,-3.41,-39.0306,27.28,56,5,7.26,BR,1689880043
524,wuxue,29.8506,115.5525,25.65,97,100,1.04,CN,1689879792
525,bani walid,31.7566,13.9942,31.57,25,0,5.15,LY,1689880045
526,kill devil hills,36.0307,-75.676,30.0,76,0,2.06,US,1689880046
527,paphos,34.7667,32.4167,26.88,89,0,3.09,CY,1689879471
528,zhangjiajie,29.1294,110.4783,25.12,96,84,1.53,CN,1689880047
529,bambanglipuro,-7.95,110.2833,22.52,90,97,1.72,ID,1689880048
530,adi keyh,14.8444,39.3772,18.09,66,96,2.55,ER,1689880048
531,komsomol'skiy,43.9783,46.6985,23.98,58,2,3.2,RU,1689880048
532,codrington,-38.2667,141.9667,6.57,77,6,3.62,AU,1689879509
533,carnarvon,-24.8667,113.6333,13.7,47,0,8.52,AU,1689880049
534,santa barbara,34.7333,-120.0343,28.52,47,0,2.06,US,1689879793
535,cestos city,5.46,-9.5828,24.92,90,100,5.39,LR,1689880050
536,sibay,52.7181,58.6658,14.33,68,1,3.17,RU,1689879923
537,san andres,12.5847,-81.7006,32.01,70,20,7.72,CO,1689880051
538,bokoro,12.3807,17.0568,27.41,53,100,1.66,TD,1689880052
539,carutapera,-1.195,-46.02,27.36,75,0,5.43,BR,1689879644
540,talodi,10.6325,30.3797,26.13,67,76,1.06,SD,1689880053
541,cocoa west,28.3594,-80.7711,35.03,73,75,4.02,US,1689880053
542,selfoss,63.9331,-20.9971,16.14,79,100,4.73,IS,1689880054
543,antsiranana,-12.2787,49.2917,24.78,76,100,5.92,MG,1689880054
544,alappuzha,9.49,76.3264,25.98,90,40,4.28,IN,1689880055
545,horta,38.5333,-28.6333,22.8,91,20,2.06,PT,1689880055
546,lukolela,-1.0605,17.1821,25.51,48,0,0.4,CD,1689880056
547,impfondo,1.6381,18.0667,26.75,60,60,0.61,CG,1689880057
548,el granada,37.5027,-122.4694,29.95,71,20,3.09,US,1689880057
549,siwa oasis,29.2041,25.5195,34.77,17,0,1.97,EG,1689880062
550,maribondo,-9.5772,-36.3053,22.75,88,56,5.2,BR,1689880063
551,yokadouma,3.5167,15.05,21.87,95,32,0.67,CM,1689880063
552,pitimbu,-7.4706,-34.8086,27.33,71,11,7.79,BR,1689880064
553,solleftea,63.1667,17.2667,14.92,90,100,1.1,SE,1689880064
554,al burayqah,30.4062,19.5739,27.42,78,0,6.18,LY,1689880065
555,dubna,56.7333,37.1667,12.19,83,6,2.98,RU,1689880065
556,whitecourt,54.1502,-115.6855,25.94,39,0,1.11,CA,1689880066
557,beihai,21.4833,109.1,28.21,86,100,6.07,CN,1689880066
558,kouroussa,10.65,-9.8833,24.75,88,54,1.77,GN,1689880066
559,new norfolk,-42.7826,147.0587,5.4,94,53,1.31,AU,1689880067
560,warrnambool,-38.3833,142.4833,8.4,71,31,5.2,AU,1689880068
561,tongchuan,35.0806,109.0897,23.14,77,100,1.92,CN,1689880068
562,sedhiou,12.7081,-15.5569,26.67,85,100,2.87,SN,1689880069
563,arcadia,34.1397,-118.0353,41.79,34,0,1.54,US,1689880069
564,xai-xai,-25.0519,33.6442,18.61,70,95,7.57,MZ,1689880070
565,zadawa,11.4496,10.3672,26.87,63,100,6.68,NG,1689880070
566,bonthe,7.5264,-12.505,25.39,88,100,3.58,SL,1689880071
567,sarykemer,43.0,71.5,23.71,40,0,1.24,KZ,1689880071
568,celestun,20.8667,-90.4,31.7,64,19,5.99,MX,1689880072
569,olyokminsk,60.3736,120.4264,13.14,98,98,1.91,RU,1689880072
570,sydney,-33.8679,151.2073,12.75,54,100,5.66,AU,1689879526
571,namtsy,62.7161,129.6658,12.5,98,100,1.88,RU,1689880073
